ins;100;0.215101
find;100;0.194883
erase;100;0.207001
ins;200;0.433041
find;200;0.391012
erase;200;0.389724
ins;300;0.607778
find;300;0.666808
erase;300;0.606899
ins;400;0.798452
find;400;0.939381
erase;400;0.836852
ins;500;1.07068
find;500;1.0274
erase;500;1.0313
ins;600;1.28305
find;600;1.21666
erase;600;1.29972
ins;700;1.41366
find;700;1.37398
erase;700;1.40727
ins;800;1.62066
find;800;1.6126
erase;800;1.56078
ins;900;1.8346
find;900;1.89468
erase;900;1.82173
ins;1000;2.02636
find;1000;1.9862
erase;1000;1.98448
ins;1100;2.23884
find;1100;2.20686
erase;1100;2.21819
ins;1200;2.44099
find;1200;2.37562
erase;1200;2.43828
ins;1300;2.67187
find;1300;2.61115
erase;1300;2.58624
ins;1400;2.8984
find;1400;2.80914
erase;1400;2.77916
ins;1500;3.0351
find;1500;3.0387
erase;1500;3.00464
ins;1600;3.28782
find;1600;3.18813
erase;1600;3.26657
ins;1700;3.50117
find;1700;3.44741
erase;1700;3.49954
ins;1800;3.69612
find;1800;3.62055
erase;1800;3.6287
ins;1900;3.77531
find;1900;3.91274
erase;1900;3.80162
ins;2000;4.16541
find;2000;3.97989
erase;2000;3.96793
ins;2100;4.28513
find;2100;4.2268
erase;2100;4.14705
ins;2200;4.50397
find;2200;4.45714
erase;2200;4.34881
ins;2300;4.7682
find;2300;4.61169
erase;2300;4.50014
ins;2400;4.80349
find;2400;4.77827
erase;2400;4.74967
ins;2500;5.17651
find;2500;4.88345
erase;2500;5.09965
ins;2600;5.39932
find;2600;5.14614
erase;2600;5.14446
ins;2700;5.45869
find;2700;5.50163
erase;2700;5.39965
ins;2800;5.81371
find;2800;5.63486
erase;2800;5.50216
ins;2900;5.9889
find;2900;5.92796
erase;2900;5.86389
ins;3000;5.97163
find;3000;6.08709
erase;3000;6.0665
ins;3100;6.33493
find;3100;6.2574
erase;3100;6.10574
ins;3200;6.60277
find;3200;6.53496
erase;3200;6.36219
ins;3300;6.86338
find;3300;6.67223
erase;3300;6.64116
ins;3400;7.01219
find;3400;6.81613
erase;3400;6.79356
ins;3500;7.11762
find;3500;7.01327
erase;3500;6.912
ins;3600;7.30873
find;3600;7.25518
erase;3600;7.33722
ins;3700;7.5037
find;3700;7.41879
erase;3700;7.39867
ins;3800;7.83095
find;3800;7.52936
erase;3800;7.63648
ins;3900;7.97061
find;3900;7.82818
erase;3900;7.87041
ins;4000;8.18601
find;4000;8.08068
erase;4000;8.08242
ins;4100;8.30748
find;4100;8.22251
erase;4100;8.16482
ins;4200;8.56977
find;4200;8.46059
erase;4200;8.46379
ins;4300;8.80925
find;4300;8.78736
erase;4300;8.58557
ins;4400;8.97883
find;4400;8.87206
erase;4400;8.888
ins;4500;9.35231
find;4500;9.02202
erase;4500;9.0785
ins;4600;9.13758
find;4600;9.34677
erase;4600;9.16095
ins;4700;9.75687
find;4700;9.45989
erase;4700;9.29418
ins;4800;9.89491
find;4800;9.64638
erase;4800;9.69581
ins;4900;10.082
find;4900;9.88213
erase;4900;9.89793
ins;5000;10.3657
find;5000;10.2529
erase;5000;9.92936
ins;5100;10.4192
find;5100;10.2865
erase;5100;10.1922
ins;5200;10.4807
find;5200;10.4695
erase;5200;10.4249
ins;5300;10.7008
find;5300;10.7373
erase;5300;10.7361
ins;5400;10.9389
find;5400;11.0484
erase;5400;10.9196
ins;5500;11.4068
find;5500;11.2847
erase;5500;11.1649
ins;5600;11.4371
find;5600;11.1799
erase;5600;11.3029
ins;5700;11.5637
find;5700;11.6113
erase;5700;11.4786
ins;5800;11.8088
find;5800;11.8789
erase;5800;11.5791
ins;5900;12.0164
find;5900;11.7996
erase;5900;11.8098
ins;6000;12.3544
find;6000;11.9586
erase;6000;11.9746
ins;6100;12.5904
find;6100;12.3041
erase;6100;12.2897
ins;6200;12.6973
find;6200;12.2913
erase;6200;12.4677
ins;6300;12.7766
find;6300;12.7232
erase;6300;12.8211
ins;6400;13.0343
find;6400;12.8442
erase;6400;12.9539
ins;6500;13.1863
find;6500;13.3014
erase;6500;13.0333
ins;6600;13.4441
find;6600;13.2734
erase;6600;13.2624
ins;6700;13.7583
find;6700;13.5071
erase;6700;13.6249
ins;6800;13.8232
find;6800;13.8397
erase;6800;13.7163
ins;6900;13.8986
find;6900;13.8683
erase;6900;13.7432
