ins;100;0.0008027
find;100;0.0002579
erase;100;0.0007874
ins;200;0.0016397
find;200;0.000574
erase;200;0.0012942
ins;300;0.0030111
find;300;0.0010721
erase;300;0.0024319
ins;400;0.0031863
find;400;0.0012116
erase;400;0.002612
ins;500;0.0043099
find;500;0.0017342
erase;500;0.0036317
ins;600;0.005855
find;600;0.0020942
erase;600;0.0046834
ins;700;0.0062928
find;700;0.0024474
erase;700;0.0054978
ins;800;0.0067045
find;800;0.0028342
erase;800;0.0055989
ins;900;0.0091876
find;900;0.0034409
erase;900;0.0068266
ins;1000;0.0107109
find;1000;0.0035274
erase;1000;0.0076528
ins;1100;0.0093974
find;1100;0.0040115
erase;1100;0.0082375
ins;1200;0.0116438
find;1200;0.0049103
erase;1200;0.0104222
ins;1300;0.0112422
find;1300;0.0046324
erase;1300;0.0096098
ins;1400;0.0122043
find;1400;0.0054124
erase;1400;0.0114608
ins;1500;0.013929
find;1500;0.005784
erase;1500;0.012043
ins;1600;0.0146923
find;1600;0.0068959
erase;1600;0.013913
ins;1700;0.0149592
find;1700;0.0062605
erase;1700;0.0133124
ins;1800;0.0163349
find;1800;0.0072453
erase;1800;0.0141916
ins;1900;0.017609
find;1900;0.0078225
erase;1900;0.0152514
ins;2000;0.0183308
find;2000;0.0087872
erase;2000;0.016131
ins;2100;0.0219439
find;2100;0.0090721
erase;2100;0.0191595
ins;2200;0.020489
find;2200;0.009032
erase;2200;0.0178202
ins;2300;0.0213916
find;2300;0.0104109
erase;2300;0.0197941
ins;2400;0.022568
find;2400;0.0106517
erase;2400;0.0202522
ins;2500;0.0228331
find;2500;0.0101639
erase;2500;0.0204951
ins;2600;0.0238063
find;2600;0.0112952
erase;2600;0.0204331
ins;2700;0.0283831
find;2700;0.0114758
erase;2700;0.0224124
ins;2800;0.0264582
find;2800;0.0129705
erase;2800;0.0232233
ins;2900;0.0269504
find;2900;0.0133742
erase;2900;0.0261207
ins;3000;0.0301017
find;3000;0.013485
erase;3000;0.0269037
ins;3100;0.03117
find;3100;0.0129728
erase;3100;0.0257192
ins;3200;0.0300959
find;3200;0.013786
erase;3200;0.0263031
ins;3300;0.0325793
find;3300;0.0160759
erase;3300;0.0284775
ins;3400;0.0334327
find;3400;0.0145382
erase;3400;0.0288685
ins;3500;0.0335768
find;3500;0.0153236
erase;3500;0.031263
ins;3600;0.0361619
find;3600;0.0158424
erase;3600;0.0326388
ins;3700;0.036172
find;3700;0.0164977
erase;3700;0.0324419
ins;3800;0.0365969
find;3800;0.0168929
erase;3800;0.0337277
ins;3900;0.0381028
find;3900;0.0180556
erase;3900;0.0337965
ins;4000;0.0413757
find;4000;0.0205449
erase;4000;0.0361846
ins;4100;0.0453425
find;4100;0.0187589
erase;4100;0.0402775
ins;4200;0.0411744
find;4200;0.0194781
erase;4200;0.0371207
ins;4300;0.0537813
find;4300;0.0225396
erase;4300;0.0486222
ins;4400;0.0424868
find;4400;0.0184445
erase;4400;0.0383006
ins;4500;0.0455558
find;4500;0.0209362
erase;4500;0.0410609
ins;4600;0.04443
find;4600;0.0204444
erase;4600;0.0390389
ins;4700;0.0483842
find;4700;0.0232394
erase;4700;0.0445497
ins;4800;0.047738
find;4800;0.022275
erase;4800;0.0420846
ins;4900;0.0509292
find;4900;0.0241933
erase;4900;0.045353
ins;5000;0.0492491
find;5000;0.0226473
erase;5000;0.0466798
ins;5100;0.0494793
find;5100;0.0232832
erase;5100;0.0439211
ins;5200;0.0508588
find;5200;0.02268
erase;5200;0.0448692
ins;5300;0.0556394
find;5300;0.0295403
erase;5300;0.0510008
ins;5400;0.0547029
find;5400;0.0270983
erase;5400;0.0495539
ins;5500;0.054791
find;5500;0.0241755
erase;5500;0.0496075
ins;5600;0.0549797
find;5600;0.0268077
erase;5600;0.0489138
ins;5700;0.0543815
find;5700;0.0261806
erase;5700;0.0473504
ins;5800;0.061632
find;5800;0.02903
erase;5800;0.055764
ins;5900;0.0584565
find;5900;0.0263605
erase;5900;0.0511749
ins;6000;0.0591393
find;6000;0.0277033
erase;6000;0.0575985
ins;6100;0.0608284
find;6100;0.0272183
erase;6100;0.0542598
ins;6200;0.0634027
find;6200;0.0290577
erase;6200;0.0547943
ins;6300;0.062498
find;6300;0.0288714
erase;6300;0.0555486
ins;6400;0.0622947
find;6400;0.0284706
erase;6400;0.0548174
ins;6500;0.0627607
find;6500;0.0299476
erase;6500;0.0572104
ins;6600;0.0650292
find;6600;0.0313389
erase;6600;0.0610222
ins;6700;0.0649856
find;6700;0.0299843
erase;6700;0.0595311
ins;6800;0.0700617
find;6800;0.0309703
erase;6800;0.062038
ins;6900;0.0700325
find;6900;0.0319061
erase;6900;0.0649558
ins;7000;0.0732704
find;7000;0.0349927
erase;7000;0.0648741
