ins;500;0.0099556
find;500;0.0079042
erase;500;0.0088023
ins;500;0.0106228
find;500;0.0080565
erase;500;0.0085341
ins;500;0.0103754
find;500;0.0080633
erase;500;0.0087676
ins;500;0.0123072
find;500;0.0078007
erase;500;0.0083437
ins;500;0.0101554
find;500;0.0080912
erase;500;0.0094288
ins;500;0.0106013
find;500;0.0078412
erase;500;0.0116715
ins;500;0.0110236
find;500;0.0083096
erase;500;0.009241
ins;500;0.0129121
find;500;0.0107335
erase;500;0.0098752
ins;500;0.0107075
find;500;0.0084883
erase;500;0.0090229
ins;500;0.0110369
find;500;0.0083225
erase;500;0.0086763
ins;1000;0.0203519
find;1000;0.0162479
erase;1000;0.0178819
ins;1000;0.0202544
find;1000;0.0189604
erase;1000;0.0182127
ins;1000;0.0301769
find;1000;0.0282919
erase;1000;0.0199327
ins;1000;0.0207496
find;1000;0.0163978
erase;1000;0.0174555
ins;1000;0.0211938
find;1000;0.0161272
erase;1000;0.0182467
ins;1000;0.0215272
find;1000;0.0165554
erase;1000;0.0236794
ins;1000;0.0216762
find;1000;0.0182789
erase;1000;0.0198887
ins;1000;0.0245611
find;1000;0.0166521
erase;1000;0.0188408
ins;1000;0.0223201
find;1000;0.0172697
erase;1000;0.0192521
ins;1000;0.0229991
find;1000;0.0175497
erase;1000;0.0185481
ins;1500;0.0307605
find;1500;0.0237876
erase;1500;0.0280045
ins;1500;0.0303568
find;1500;0.0250085
erase;1500;0.0269652
ins;1500;0.0310563
find;1500;0.0237703
erase;1500;0.0265961
ins;1500;0.0326068
find;1500;0.0244937
erase;1500;0.0267082
ins;1500;0.0318493
find;1500;0.024826
erase;1500;0.0274536
ins;1500;0.0318979
find;1500;0.0251981
erase;1500;0.0273467
ins;1500;0.032402
find;1500;0.02563
erase;1500;0.0279819
ins;1500;0.0331283
find;1500;0.0255965
erase;1500;0.0279417
ins;1500;0.0331335
find;1500;0.0260996
erase;1500;0.0280824
ins;1500;0.0363579
find;1500;0.0259823
erase;1500;0.0286077
ins;2000;0.0416438
find;2000;0.030501
erase;2000;0.0343351
ins;2000;0.0408318
find;2000;0.0318163
erase;2000;0.0352831
ins;2000;0.0417339
find;2000;0.0324637
erase;2000;0.0353765
ins;2000;0.0441715
find;2000;0.0333016
erase;2000;0.0362485
ins;2000;0.0430867
find;2000;0.0329668
erase;2000;0.0360908
ins;2000;0.0445385
find;2000;0.0354027
erase;2000;0.0401405
ins;2000;0.0452528
find;2000;0.0347573
erase;2000;0.0395969
ins;2000;0.0442879
find;2000;0.0338731
erase;2000;0.0381521
ins;2000;0.0448521
find;2000;0.0349013
erase;2000;0.0425216
ins;2000;0.0444355
