ins;100;0.0007069
find;100;0.0002382
erase;100;0.0005577
ins;100;0.0007536
find;100;0.0002497
erase;100;0.0005902
ins;100;0.0009829
find;100;0.0003403
erase;100;0.0008423
ins;100;0.000697
find;100;0.0004052
erase;100;0.000687
ins;100;0.0006813
find;100;0.0002666
erase;100;0.000579
ins;100;0.0008646
find;100;0.0002668
erase;100;0.0006606
ins;100;0.0009755
find;100;0.0002491
erase;100;0.0005834
ins;100;0.0007168
find;100;0.0002553
erase;100;0.0005936
ins;100;0.0008851
find;100;0.0003275
erase;100;0.0007501
ins;100;0.0008594
find;100;0.0003318
erase;100;0.0006959
ins;100;0.0008389
find;100;0.0003188
erase;100;0.0006861
ins;100;0.0007086
find;100;0.0003999
erase;100;0.0007631
ins;100;0.0008772
find;100;0.0003211
erase;100;0.0007523
ins;100;0.0008435
find;100;0.0003412
erase;100;0.0007829
ins;100;0.000951
find;100;0.000369
erase;100;0.0008325
ins;100;0.0007488
find;100;0.0002696
erase;100;0.0006755
ins;100;0.0007482
find;100;0.000273
erase;100;0.0007183
ins;100;0.0007312
find;100;0.000296
erase;100;0.0006662
ins;100;0.0007846
find;100;0.0002408
erase;100;0.0006093
ins;100;0.0009709
find;100;0.0004045
erase;100;0.0008455
ins;100;0.0009121
find;100;0.0003415
erase;100;0.0007586
ins;100;0.0007185
find;100;0.0002817
erase;100;0.0006103
ins;100;0.0007173
find;100;0.0002496
erase;100;0.0005963
ins;100;0.0009291
find;100;0.0003666
erase;100;0.0008641
ins;100;0.0006947
find;100;0.000262
erase;100;0.0005757
ins;200;0.001573
find;200;0.0006311
erase;200;0.0013687
ins;200;0.0020272
find;200;0.0006873
erase;200;0.001636
ins;200;0.0019555
find;200;0.0007039
erase;200;0.0015459
ins;200;0.0021077
find;200;0.0008556
erase;200;0.0018061
ins;200;0.0020641
find;200;0.0007476
erase;200;0.0014065
ins;200;0.0019505
find;200;0.0006273
erase;200;0.0018139
ins;200;0.0018513
find;200;0.0006964
erase;200;0.0014324
ins;200;0.0019077
find;200;0.0007876
erase;200;0.0016583
ins;200;0.0015984
find;200;0.0008009
erase;200;0.0014136
ins;200;0.0020672
find;200;0.0007664
erase;200;0.001306
ins;200;0.002012
find;200;0.0007377
erase;200;0.0016181
ins;200;0.0018789
find;200;0.0007
erase;200;0.0014436
ins;200;0.0018862
find;200;0.0007961
erase;200;0.0016045
ins;200;0.001917
find;200;0.0006978
erase;200;0.0016948
ins;200;0.0019082
find;200;0.0007706
erase;200;0.0016544
ins;200;0.0020237
find;200;0.0006984
erase;200;0.0016265
ins;200;0.0015318
find;200;0.0006214
erase;200;0.0013326
ins;200;0.0015547
find;200;0.0005888
erase;200;0.0013367
ins;200;0.001911
find;200;0.0007645
erase;200;0.0015701
ins;200;0.0015979
find;200;0.0005915
erase;200;0.001325
ins;200;0.0018191
find;200;0.0008105
erase;200;0.0012891
ins;200;0.0016561
find;200;0.0005896
erase;200;0.0014326
ins;200;0.001534
find;200;0.0006708
erase;200;0.0012682
ins;200;0.0016979
find;200;0.000576
erase;200;0.0014423
ins;200;0.0015034
find;200;0.0005987
erase;200;0.0012911
ins;300;0.0028683
find;300;0.0008854
erase;300;0.0018868
ins;300;0.0028517
find;300;0.0010354
erase;300;0.0023773
ins;300;0.0030789
find;300;0.0014506
erase;300;0.0028856
ins;300;0.0029172
find;300;0.0010959
erase;300;0.0025131
ins;300;0.0027142
find;300;0.0012111
erase;300;0.0026968
ins;300;0.0032109
find;300;0.0010175
erase;300;0.0020525
ins;300;0.0029898
find;300;0.0012388
erase;300;0.001916
ins;300;0.0032304
find;300;0.0011216
erase;300;0.0038821
ins;300;0.0022262
find;300;0.0010653
erase;300;0.0019568
ins;300;0.0026389
find;300;0.0010806
erase;300;0.0021841
ins;300;0.0028529
find;300;0.0011259
erase;300;0.0026761
ins;300;0.0027996
